Address,Balance
0xDB34cC30a2fa08d45246920aDA248B9528428a5A,20000000000000000000
0x6514F15B0a13ceF55DaEeBCD2620665d22c55b70,19998000000000000000
0x9CD1dFA2BB276E16F019875bAf545C3ac537368D,19846626770000000000
0xa7804BC65158b02817874dC8b457C71F040E3945,19702714473316242704
0xAED8838CA12a396EC3ad82354c5D5E1eE86e535e,19694324680000000000
0xc164c361b006B000ceCC89ca380EF3eb47d26Cf3,19315900000000000000
0x70Af43c7fbc3B83adBb03bf7E56e1D57Fa89870c,19275872680078510427
0x7149D015C8a5980E2b11F922909a21f576B47842,19236324708134125588
0x577cB0dDB7AD472A3077a831337373C8A3A3BA2C,19155083000000000000
0xB3226E4A2b0b78bC78d5F21047F54Ab6890a64aA,19149235072989268529
0xb4FD940864Fd1884F6a88CEaF64dfb4c8486F971,19003324677123946830
0x1a520535bAb3Fc12E9b5FB5E45c2e82a445861bA,19000000000000000000
0xCA12d99eCB3a0bbE832F041F9fB8e3d34aa290bb,18974615335330830322
0x8a5dC69053C21091Adf2F999D9b006b4156F8f41,1.8921026314906665e+19
0x4b202A0A4C5Dcb3a2bfE424D4A266cd6C822a3C5,18824958186904798443
0xaDa4389661B5aa5756636Ca7D3C051C3D04EdabB,18717465645452333503
0x8BDc176458DC83d654c573a5fd92399Fb76b60Fb,18670000000000000000
0xd80659c2d9851a34c80f77dE17c711a4FF6B1D08,18582099400000000000
0xAB1429D52B6f3695E3618983eFf37277C2b689dF,18484417801523050094
0x0512F57A68D1ffF7A1D5D67aa768B7E49bbF9183,18402000000000000000
0xDD107E4292d1a3B4eF9BadF96Bd68eAdD5b1aAEe,18320113919018239456
0xAd96a823F7F5682a10A5eab7fb0E893c05FDAcd6,18266073933371269540
0x56d2C7d6EB7C90B9461Ee920e07AA33fB51073c6,18048214575994636693
0xD49786c654FDF31c72eF73BD71f1c422eE8cFEB3,18030000000000000000
0x9d65298771Aa4b981D50Df81166a011312C6b9ff,18021955639847111756
0x2fCFb67500B966275B62069F015fd68e56838D82,18017000000000000000
0xf501Bdb789BB4703F5A2251a7d6E1a27d254b953,17948077316327793373
0x2a27701Cc0b411805617ad9C130Ae9D488073136,17947001411901796886
0x686dff34c9666020ADDD4de680Dec250C3bf4aE8,17930617224585805552
0x6aFfB6D9234377371e1546BEf4C67677f05aBF73,17901917416912045877
0x26bD88D7606e7eE7681767A0995e2DdD7aFBeAC2,17832732748543393771
0x14A03CA8740A0044E63d3Bb0432540d9509473d1,17587338144929879203
0xF439806E0CD051C9c68Cf3F8738eaa0f02900E88,17542664476458013499
0x97d7734Da98Fe21aE57a88f3F4d112105B35D5e5,17351000000000000000
0xA8ACBfDB35872CF64e601070A647756eb28A01b1,17192814976804806383
0xb4751BB6b6370D36Ef24454197B729aE200179aE,17133410056721759120
0x730f002bfA300d0ef9c6728BeB71D6D7a6BF52B5,17129533490000000000
0x7242eAE4A7B72d60d55019234c39a6a138B12dDb,1.7086357359375639e+19
0xAbebAd14AE254Cb4FEe0393221512787ae961148,17000000000000000000
0x0eE83530735A6eeB3eDcF80aEd88D7634d29F49A,16796877749614728166
0x7Ab9AeF8357b56AfD06C87170Fdf70f389180719,16563074694743229223
0xbD0F491d2b6DbD0da2AEEDE3F475015908a97220,16539000000000000000
0x1241b0Bcb1CfC252B8e7596B0C7B1E2dD15f4731,16493175788357412795
0x539F612bB273463FFA2760a731D519D5A783Ac84,16326197520000000000
0x7401784db9265D9958e8571B615f30ce3eC82125,16294488103363934176
